 |INFO | 2015-09-16 20:09:31,770| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
   at System.Net.HttpWebRequest.GetResponse()
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 96
 |INFO | 2015-09-17 12:17:59,646| ServiceConsumer          | Post                          | Method End
 |ERROR| 2015-09-17 12:17:59,647| HomeController           | Login                         | {
  "ErrorDetail": "Procedure or function '`udsp_User_Retieve`' cannot be found in database '`QueueOverflow`'.",
  "ErrorInfo": "Unexpected Error"
}
System.Exception: {
  "ErrorDetail": "Procedure or function '`udsp_User_Retieve`' cannot be found in database '`QueueOverflow`'.",
  "ErrorInfo": "Unexpected Error"
}
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 132
   at QueueOverflow.Controllers.HomeController.Login(User user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\Queue Overflow\Controllers\HomeController.cs:line 137
 |INFO | 2015-09-17 12:19:11,803| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:38,718| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:29:38,733| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 12:29:38,770| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:51,891| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:29:51,893| HomeController           | Login                         | URL = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:29:51,908| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:29:52,042| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"admin","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":"admin"}
 |INFO | 2015-09-17 12:29:52,043| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:29:52,045| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:29:52,046| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:29:52,048| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:29:52,049| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"admin","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":"admin"}
 |INFO | 2015-09-17 12:29:52,049| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:29:53,090| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:29:53,091| ServiceConsumer          | Post                          | ResponseFromServer = {"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}
 |INFO | 2015-09-17 12:29:53,091| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:29:53,092| HomeController           | Login                         | UserDataResponse = {"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}
 |INFO | 2015-09-17 12:29:53,121| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:29:53,121| LogHelper                | LogMaker                      | {"UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin","FullName":"Gourav Goyal","Phone":"8010822600","Email":"gourav@leadsquared.com","City":"Bangalore","Dob":"07/17/1992","Password":"admin"}
 |INFO | 2015-09-17 12:29:53,122| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:29:53,125| SigninManagement         | SetAuthCookie                 | EncTicket = 618CDF012EF7E3687A18D79EB5CEB1A8FB6044C28875E81F9083D188359BBAE2292F3EAD51944984C3A864365F83F551A2B44F9B397E3CC5A767A5C9D8A8AD18395673FA96544816371FF461330DBC49CC88A7A97A827959F85A971CADF8F93B2A5FE96EDD1F53E4B5850F7D16B5BADE6713F40E086C3AC056C6F575A10ECEC0158578F3D44E0F2C69374CA4FD97CEBE2956B22B545CDE47FF50F81A151E83A73B1D97F519DFEAB707FD4964AC842747A7403115F740CE511A0E31068FA8B54E54F1EBF77B1F87151E2BC3EB03DFE81A3A9C73054BE6FFD01588DB5DC9AA07041ED152CE3B43AB866FBEE2CCDD0FDB786E8D84CAE77593B98A6FFF69456F70928B6467A43B10FA3B86B3BE7EC07E9441137214D2D748CE3C96BB8F2504DD7F7B4C194A42BFEDC506A733F99AD86AB04E0A0EFB60EB801B300B9C800820B43F30BEBBA3522982B9F9CED067C0F34AEC84FA5C89F6045C0DDD5C71829F0294994DB2E69DD9E63E46903245C01C973467D15EA2D622412B3FC3EE50FB49125FFDB7341B7744A46B8FCC3FEC15ACFE3C9DE4F51E1BE0114A99460D6EE97381A561E506F67E6448AC93A29F751527A65518DB7A0213CD523AB23C0C22D1A6402F541803BD5E7887FDD5D58117B2ABE1C458C7519A70D84CE124339F33E9B1CEF16484DA70E8E26E2C5B1FD9A06CD5493AAD384AF07BB85EC0D166CE04B067229FF619538D72E62ECDDE5A0A5B612EBE0E8DC04F39FE7257FC6AF47DAD56FFDBE855FD
 |INFO | 2015-09-17 12:29:53,125| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:29:53,132| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:29:53,132| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:29:53,133| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 12:29:53,134| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 12:29:53,135| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 12:29:53,136| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 12:29:53,151| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 12:29:53,151| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |INFO | 2015-09-17 12:29:53,151| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 12:29:53,152| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |DEBUG| 2015-09-17 12:29:53,160| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-17 12:29:53,160| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:29:55,674| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:29:55,676| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:30:10,497| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:30:10,500| UserController           | CreateUser                    | Method Start
 |INFO | 2015-09-17 12:30:10,502| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:30:10,502| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Retrieveuser
 |INFO | 2015-09-17 12:30:10,503| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:30:10,503| LogHelper                | LogMaker                      | {"UserId":null,"UserName":"admin","FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":null}
 |INFO | 2015-09-17 12:30:10,504| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:30:10,522| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:30:10,523| ServiceConsumer          | Post                          | ResponseFromServer = {"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}
 |INFO | 2015-09-17 12:30:10,523| ServiceConsumer          | Post                          | Method End
 |INFO | 2015-09-17 12:30:10,524| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:31,153| BaseController           | OnActionExecuting             | Method Start ACTION: Login CONTROLLER: Home
 |DEBUG| 2015-09-17 12:33:31,172| HomeController           | Login                         | URLs = 
 |INFO | 2015-09-17 12:33:31,214| BaseController           | OnActionExecuted              | Method End ACTION: Login CONTROLLER: Home
 |INFO | 2015-09-17 12:33:31,225| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:31,226| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:31,226| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 12:33:31,323| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 12:33:31,327| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 12:33:31,329| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 12:33:31,351| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 12:33:31,352| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |INFO | 2015-09-17 12:33:31,352| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 12:33:31,352| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"}]
 |DEBUG| 2015-09-17 12:33:31,368| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-17 12:33:31,369| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:34,837| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:34,840| UserController           | CreateUser                    | Method Start
 |DEBUG| 2015-09-17 12:33:34,841| UserController           | CreateUser                    | URL = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:33:34,842| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:34,853| LogHelper                | LogMaker                      | {"UserId":"5e171aca-52ea-44b0-a823-d6c94158d3e6","UserName":"admin","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"sdsad"}
 |INFO | 2015-09-17 12:33:34,854| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:34,855| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:33:34,855| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:33:34,856| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:34,856| LogHelper                | LogMaker                      | {"UserId":"5e171aca-52ea-44b0-a823-d6c94158d3e6","UserName":"admin","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"sdsad"}
 |INFO | 2015-09-17 12:33:34,856| LogHelper                | LogMaker                      | Method End
 |ERROR| 2015-09-17 12:33:35,026| ServiceConsumer          | Post                          | The remote server returned an error: (500) Internal Server Error.
System.Net.WebException: The remote server returned an error: (500) Internal Server Error.
   at System.Net.HttpWebRequest.GetResponse()
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 96
 |INFO | 2015-09-17 12:33:35,050| ServiceConsumer          | Post                          | Method End
 |ERROR| 2015-09-17 12:33:35,051| UserController           | CreateUser                    | {
  "ErrorDetail": "user already exists",
  "ErrorInfo": "Unexpected Error"
}
System.Exception: {
  "ErrorDetail": "user already exists",
  "ErrorInfo": "Unexpected Error"
}
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 132
   at QueueOverflow.Controllers.UserController.CreateUser(User objUser) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\Queue Overflow\Controllers\UserController.cs:line 50
 |INFO | 2015-09-17 12:33:35,051| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:53,909| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:53,910| UserController           | CreateUser                    | Method Start
 |DEBUG| 2015-09-17 12:33:53,911| UserController           | CreateUser                    | URL = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:33:53,913| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:53,915| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"sdsad"}
 |INFO | 2015-09-17 12:33:53,915| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:53,916| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:33:53,916| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:33:53,917| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:53,917| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"sdsad"}
 |INFO | 2015-09-17 12:33:53,918| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:33:53,994| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:33:53,995| ServiceConsumer          | Post                          | ResponseFromServer = 
 |INFO | 2015-09-17 12:33:53,995| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:33:53,996| UserController           | CreateUser                    | ResponseFromServer = 
 |INFO | 2015-09-17 12:33:53,996| UserController           | CreateUser                    | Method End
 |INFO | 2015-09-17 12:33:53,997| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:33:55,828| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:55,829| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:55,829| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 12:33:55,831| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 12:33:55,831| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 12:33:55,832| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 12:33:55,848| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 12:33:55,848| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"},{"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo"}]
 |INFO | 2015-09-17 12:33:55,849| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 12:33:55,849| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"},{"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo"}]
 |DEBUG| 2015-09-17 12:33:55,849| UserController           | Index                         | JsonUser = [{"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":"","Dob":"","Password":"sdsad"}]
 |INFO | 2015-09-17 12:33:55,850| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:33:59,285| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:33:59,286| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:33:59,287| BaseController           | OnActionExecuting             | Method Start ACTION: Edit CONTROLLER: User
 |DEBUG| 2015-09-17 12:33:59,289| UserController           | Edit                          | id_value = 8b5585e1-0e0a-41fb-9f03-fe653caf155a
 |DEBUG| 2015-09-17 12:33:59,290| UserController           | Edit                          | URL = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:33:59,291| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:33:59,294| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/RetrieveUser
 |INFO | 2015-09-17 12:33:59,294| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:59,295| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":null,"FullName":null,"Phone":null,"Email":null,"City":null,"Dob":null,"Password":null}
 |INFO | 2015-09-17 12:33:59,295| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:33:59,317| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:33:59,318| ServiceConsumer          | Post                          | ResponseFromServer = {"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo"}
 |INFO | 2015-09-17 12:33:59,318| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:33:59,318| UserController           | Edit                          | UserDataResponse = {"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo"}
 |INFO | 2015-09-17 12:33:59,318| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:33:59,319| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin_demo","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":"","Dob":"","Password":"sdsad"}
 |INFO | 2015-09-17 12:33:59,319| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:33:59,319| BaseController           | OnActionExecuted              | Method End ACTION: Edit CONTROLLER: User
 |INFO | 2015-09-17 12:34:03,493| BaseController           | OnActionExecuting             | Method Start ACTION: SaveUser CONTROLLER: User
 |INFO | 2015-09-17 12:34:03,495| UserController           | SaveUser                      | Method Start
 |DEBUG| 2015-09-17 12:34:03,496| UserController           | SaveUser                      | URL = http://localhost:7979/UserService.svc/Update
 |INFO | 2015-09-17 12:34:03,496| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:34:03,498| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":null}
 |INFO | 2015-09-17 12:34:03,498| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:34:03,498| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:34:03,498| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Update
 |INFO | 2015-09-17 12:34:03,499| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:34:03,499| LogHelper                | LogMaker                      | {"UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin","FullName":"assad","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":null}
 |INFO | 2015-09-17 12:34:03,499| LogHelper                | LogMaker                      | Method End
 |DEBUG| 2015-09-17 12:34:03,639| ServiceConsumer          | Post                          | OK
 |DEBUG| 2015-09-17 12:34:03,640| ServiceConsumer          | Post                          | ResponseFromServer = 
 |INFO | 2015-09-17 12:34:03,641| ServiceConsumer          | Post                          | Method End
 |DEBUG| 2015-09-17 12:34:03,641| UserController           | SaveUser                      | UserDataResponse = 
 |INFO | 2015-09-17 12:34:03,641| UserController           | SaveUser                      | Method End
 |INFO | 2015-09-17 12:34:03,642| BaseController           | OnActionExecuted              | Method End ACTION: SaveUser CONTROLLER: User
 |INFO | 2015-09-17 12:34:05,469| CustomAuthorizeAttribute | OnAuthorization               | Method start
 |INFO | 2015-09-17 12:34:05,469| CustomAuthorizeAttribute | OnAuthorization               | Method end
 |INFO | 2015-09-17 12:34:05,470| BaseController           | OnActionExecuting             | Method Start ACTION: Index CONTROLLER: User
 |DEBUG| 2015-09-17 12:34:05,471| UserController           | Index                         | URL = http://localhost:7979/UserService.svc/Retrieve
 |INFO | 2015-09-17 12:34:05,471| ServiceConsumer          | Get                           | Method Start
 |DEBUG| 2015-09-17 12:34:05,471| ServiceConsumer          | Get                           | url = http://localhost:7979/UserService.svc/Retrieve
 |DEBUG| 2015-09-17 12:34:05,489| ServiceConsumer          | Get                           | OK
 |DEBUG| 2015-09-17 12:34:05,490| ServiceConsumer          | Get                           | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"},{"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin"}]
 |INFO | 2015-09-17 12:34:05,490| ServiceConsumer          | Get                           | Method End
 |DEBUG| 2015-09-17 12:34:05,491| UserController           | Index                         | ResponseFromServer = [{"City":"Bangalore","Dob":"07\/17\/1992","Email":"gourav@leadsquared.com","FullName":"Gourav Goyal","Password":"admin","Phone":"8010822600","UserId":"6c479dce-3adf-4a7a-a124-2b35f30d4ez4","UserName":"admin"},{"City":"","Dob":"","Email":"dsfd@yoplmai.com","FullName":"assad","Password":"sdsad","Phone":"2341212123","UserId":"8b5585e1-0e0a-41fb-9f03-fe653caf155a","UserName":"admin"}]
 |DEBUG| 2015-09-17 12:34:05,491| UserController           | Index                         | JsonUser = []
 |INFO | 2015-09-17 12:34:05,492| BaseController           | OnActionExecuted              | Method End ACTION: Index CONTROLLER: User
 |INFO | 2015-09-17 12:36:06,278| BaseController           | OnActionExecuting             | Method Start ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:36:06,279| BaseController           | OnActionExecuted              | Method End ACTION: Create CONTROLLER: User
 |INFO | 2015-09-17 12:36:16,524| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:36:16,525| UserController           | CreateUser                    | Method Start
 |DEBUG| 2015-09-17 12:36:16,526| UserController           | CreateUser                    | URL = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:36:16,526| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:36:16,527| LogHelper                | LogMaker                      | {"UserId":"41f38ed4-cb1d-471f-b1d3-473ae6871cee","UserName":"admin","FullName":"watson","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"dgdfgf"}
 |INFO | 2015-09-17 12:36:16,528| LogHelper                | LogMaker                      | Method End
 |INFO | 2015-09-17 12:36:16,528| ServiceConsumer          | Post                          | Method Start
 |DEBUG| 2015-09-17 12:36:16,529| ServiceConsumer          | Post                          | url = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:36:16,530| LogHelper                | LogMaker                      | Method Start
 |DEBUG| 2015-09-17 12:36:16,532| LogHelper                | LogMaker                      | {"UserId":"41f38ed4-cb1d-471f-b1d3-473ae6871cee","UserName":"admin","FullName":"watson","Phone":"2341212123","Email":"dsfd@yoplmai.com","City":null,"Dob":null,"Password":"dgdfgf"}
 |INFO | 2015-09-17 12:36:16,533| LogHelper                | LogMaker                      | Method End
 |ERROR| 2015-09-17 12:36:16,550| ServiceConsumer          | Post                          | The remote server returned an error: (500) Internal Server Error.
System.Net.WebException: The remote server returned an error: (500) Internal Server Error.
   at System.Net.HttpWebRequest.GetResponse()
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 96
 |INFO | 2015-09-17 12:36:16,551| ServiceConsumer          | Post                          | Method End
 |ERROR| 2015-09-17 12:36:16,551| UserController           | CreateUser                    | {
  "ErrorDetail": "user already exists",
  "ErrorInfo": "Unexpected Error"
}
System.Exception: {
  "ErrorDetail": "user already exists",
  "ErrorInfo": "Unexpected Error"
}
   at Utilities.ServiceConsumer.Post(String url, Object user) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\UtilityClassLibrary\ServiceConsumer.cs:line 132
   at QueueOverflow.Controllers.UserController.CreateUser(User objUser) in C:\Users\Gourav\Documents\Visual Studio 2010\Projects\MVC4 Html Table\Queue Overflow\Controllers\UserController.cs:line 50
 |INFO | 2015-09-17 12:36:16,551| BaseController           | OnActionExecuted              | Method End ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:43:14,555| BaseController           | OnActionExecuting             | Method Start ACTION: CreateUser CONTROLLER: User
 |INFO | 2015-09-17 12:43:14,557| UserController           | CreateUser                    | Method Start
 |DEBUG| 2015-09-17 12:43:14,557| UserController           | CreateUser                    | URL = http://localhost:7979/UserService.svc/Create
 |INFO | 2015-09-17 12:43:14,558| LogHelper                | LogMaker                      | Method Start
